Optimal solution found:
bit_change_4_22 = -0.0
mod_permutation_5_0 = 0.0
bit_change_5_0 = -0.0
mod_permutation_5_1 = 0.0
bit_change_5_1 = 0.0
mod_permutation_5_2 = 0.0
bit_change_5_2 = 0.0
mod_permutation_5_3 = 0.0
bit_change_5_3 = 0.0
mod_permutation_5_4 = 0.0
bit_change_5_4 = 0.0
mod_permutation_5_5 = 0.0
bit_change_5_5 = 0.0
mod_permutation_5_6 = 0.0
bit_change_5_6 = 0.0
mod_permutation_5_7 = 0.0
bit_change_5_7 = 0.0
mod_permutation_5_8 = 0.0
bit_change_5_8 = 0.0
mod_permutation_5_9 = 0.0
bit_change_5_9 = 0.0
mod_permutation_5_10 = 0.0
bit_change_5_10 = 0.0
mod_permutation_5_11 = 0.0
bit_change_5_11 = 0.0
mod_permutation_5_12 = 0.0
bit_change_5_12 = 0.0
mod_permutation_5_13 = 1.0
bit_change_5_13 = 0.0
mod_permutation_5_14 = 1.0
bit_change_5_14 = 0.0
mod_permutation_5_15 = 1.0
bit_change_5_15 = 0.0
mod_permutation_5_16 = 1.0
bit_change_5_16 = 0.0
mod_permutation_5_17 = 1.0
bit_change_5_17 = 0.0
mod_permutation_5_18 = 1.0
bit_change_5_18 = 0.0
mod_permutation_5_19 = 1.0
bit_change_5_19 = 0.0
mod_permutation_5_20 = 0.0
bit_change_5_20 = 0.0
mod_permutation_5_21 = 0.0
bit_change_5_21 = 0.0
mod_permutation_5_22 = 0.0
bit_change_5_22 = -0.0
mod_permutation_6_0 = 1.0
bit_change_6_0 = -0.0
mod_permutation_6_1 = 1.0
bit_change_6_1 = 0.0
mod_permutation_6_2 = 1.0
bit_change_6_2 = 0.0
mod_permutation_6_3 = 0.0
bit_change_6_3 = 0.0
mod_permutation_6_4 = 0.0
bit_change_6_4 = 0.0
mod_permutation_6_5 = 0.0
bit_change_6_5 = 0.0
mod_permutation_6_6 = 0.0
bit_change_6_6 = 0.0
mod_permutation_6_7 = 0.0
bit_change_6_7 = 0.0
mod_permutation_6_8 = 0.0
bit_change_6_8 = 0.0
mod_permutation_6_9 = 0.0
bit_change_6_9 = 0.0
mod_permutation_6_10 = 0.0
bit_change_6_10 = 0.0
mod_permutation_6_11 = 0.0
bit_change_6_11 = 0.0
mod_permutation_6_12 = 0.0
bit_change_6_12 = 0.0
mod_permutation_6_13 = 0.0
bit_change_6_13 = 0.0
mod_permutation_6_14 = 1.0
bit_change_6_14 = 0.0
mod_permutation_6_15 = 1.0
bit_change_6_15 = 0.0
mod_permutation_6_16 = 1.0
bit_change_6_16 = 0.0
mod_permutation_6_17 = 1.0
bit_change_6_17 = 0.0
mod_permutation_6_18 = 1.0
bit_change_6_18 = 0.0
mod_permutation_6_19 = 1.0
bit_change_6_19 = 0.0
mod_permutation_6_20 = 1.0
bit_change_6_20 = 0.0
mod_permutation_6_21 = 1.0
bit_change_6_21 = 0.0
mod_permutation_6_22 = 1.0
bit_change_6_22 = -0.0
mod_permutation_7_0 = 0.0
bit_change_7_0 = -0.0
mod_permutation_7_1 = 0.0
bit_change_7_1 = 0.0
mod_permutation_7_2 = 0.0
bit_change_7_2 = 0.0
mod_permutation_7_3 = 1.0
bit_change_7_3 = 0.0
mod_permutation_7_4 = 1.0
bit_change_7_4 = 0.0
mod_permutation_7_5 = 1.0
bit_change_7_5 = 0.0
mod_permutation_7_6 = 1.0
bit_change_7_6 = 0.0
mod_permutation_7_7 = 1.0
bit_change_7_7 = 0.0
mod_permutation_7_8 = 1.0
bit_change_7_8 = 0.0
mod_permutation_7_9 = 1.0
bit_change_7_9 = 0.0
mod_permutation_7_10 = 1.0
bit_change_7_10 = 0.0
mod_permutation_7_11 = 1.0
bit_change_7_11 = 0.0
mod_permutation_7_12 = 1.0
bit_change_7_12 = 0.0
mod_permutation_7_13 = 1.0
bit_change_7_13 = 0.0
mod_permutation_7_14 = 1.0
bit_change_7_14 = 0.0
mod_permutation_7_15 = 1.0
bit_change_7_15 = 0.0
mod_permutation_7_16 = 0.0
bit_change_7_16 = 0.0
mod_permutation_7_17 = 0.0
bit_change_7_17 = 0.0
mod_permutation_7_18 = 0.0
bit_change_7_18 = 0.0
mod_permutation_7_19 = 0.0
bit_change_7_19 = 0.0
mod_permutation_7_20 = 0.0
bit_change_7_20 = 0.0
mod_permutation_7_21 = 0.0
bit_change_7_21 = 0.0
mod_permutation_7_22 = 0.0
bit_change_7_22 = -0.0
mod_permutation_8_0 = 0.0
bit_change_8_0 = -0.0
mod_permutation_8_1 = 0.0
bit_change_8_1 = 0.0
mod_permutation_8_2 = 0.0
bit_change_8_2 = 0.0
mod_permutation_8_3 = 0.0
bit_change_8_3 = 0.0
mod_permutation_8_4 = 0.0
bit_change_8_4 = 0.0
mod_permutation_8_5 = 0.0
bit_change_8_5 = 0.0
mod_permutation_8_6 = 0.0
bit_change_8_6 = 0.0
mod_permutation_8_7 = 0.0
bit_change_8_7 = 0.0
mod_permutation_8_8 = 0.0
bit_change_8_8 = 0.0
mod_permutation_8_9 = 0.0
bit_change_8_9 = 0.0
mod_permutation_8_10 = 0.0
bit_change_8_10 = 0.0
mod_permutation_8_11 = 1.0
bit_change_8_11 = 0.0
mod_permutation_8_12 = 1.0
bit_change_8_12 = 0.0
mod_permutation_8_13 = 1.0
bit_change_8_13 = 0.0
mod_permutation_8_14 = 1.0
bit_change_8_14 = 0.0
mod_permutation_8_15 = 1.0
bit_change_8_15 = 0.0
mod_permutation_8_16 = 1.0
bit_change_8_16 = 0.0
mod_permutation_8_17 = 1.0
bit_change_8_17 = 0.0
mod_permutation_8_18 = 1.0
bit_change_8_18 = 0.0
mod_permutation_8_19 = 1.0
bit_change_8_19 = 0.0
mod_permutation_8_20 = 0.0
bit_change_8_20 = 0.0
mod_permutation_8_21 = 0.0
bit_change_8_21 = 0.0
mod_permutation_8_22 = 0.0
bit_change_8_22 = -0.0
Optimal objective value: 0.0
